ExperimentID,Fold,Topics,LogPerplexityTest,PerplexityTest,DeltaLogPerplexity,RPC
F4_K006,4,6,-7.174331349743544,144.44048402911733,-0.10829146498601272,0.10829146498601272
F4_K007,4,7,-7.342287649783485,162.27395436623107,-0.16795630003994066,0.16795630003994066
F4_K008,4,8,-7.529896953970266,184.8097363232128,-0.18760930418678168,0.18760930418678168
F4_K009,4,9,-7.629518837867862,198.02226453060504,-0.09962188389759596,0.09962188389759596
F4_K010,4,10,-7.731877750955939,212.5823119059207,-0.10235891308807687,0.10235891308807687
F4_K011,4,11,-7.882410164268057,235.96190709413898,-0.15053241331211797,0.15053241331211797
F4_K012,4,12,-7.993805967166186,254.90325170419217,-0.11139580289812923,0.11139580289812923
F4_K013,4,13,-8.173970563974404,288.80873442027246,-0.1801645968082175,0.1801645968082175
F4_K014,4,14,-8.234615227137748,301.2077806268418,-0.0606446631633446,0.0606446631633446
F4_K015,4,15,-8.382606523576444,333.74595091815036,-0.14799129643869513,0.14799129643869513
F4_K016,4,16,-8.485156628743285,358.33288252494407,-0.10255010516684138,0.10255010516684138
F4_K017,4,17,-8.583470314262557,383.6030322709377,-0.09831368551927255,0.09831368551927255
F4_K018,4,18,-8.680046312536346,410.16094385671414,-0.0965759982737886,0.0965759982737886
F4_K019,4,19,-8.877935689615217,470.4624242764717,-0.19788937707887122,0.19788937707887122
F4_K020,4,20,-9.043426899898371,527.6461340004008,-0.16549121028315383,0.16549121028315383
F4_K021,4,21,-9.082605913143668,542.1716674113236,-0.039179013245297156,0.039179013245297156
F4_K022,4,22,-9.115184619391922,554.554184186558,-0.03257870624825365,0.03257870624825365
F4_K023,4,23,-9.285897576837934,624.2142909210796,-0.17071295744601223,0.17071295744601223
F4_K024,4,24,-9.321941028604252,640.0057376061324,-0.03604345176631796,0.03604345176631796
F4_K025,4,25,-9.56428292354528,757.0700174832407,-0.24234189494102765,0.24234189494102765
F4_K026,4,26,-9.564404749116179,757.1339494845977,-0.00012182557089879253,0.00012182557089879253
F4_K027,4,27,-9.695469200292063,829.1384423332764,-0.1310644511758845,0.1310644511758845
F4_K028,4,28,-9.769465630477942,872.7747963648798,-0.07399643018587909,0.07399643018587909
F4_K029,4,29,-9.829537266478342,909.8830206107289,-0.060071636000399664,0.060071636000399664
F4_K030,4,30,-9.883978370796445,944.8741466088412,-0.05444110431810323,0.05444110431810323
F4_K031,4,31,-10.186855318975566,1165.5985875722347,-0.3028769481791205,0.3028769481791205
F4_K032,4,32,-10.133797729914496,1123.5103735813727,0.053057589061069166,0.053057589061069166
F4_K033,4,33,-10.220809581215944,1193.356667444501,-0.08701185130144751,0.08701185130144751
F4_K034,4,34,-10.254170719782511,1221.2735948275088,-0.033361138566567305,0.033361138566567305
F4_K035,4,35,-10.462474576226116,1410.972912359531,-0.20830385644360483,0.20830385644360483
F4_K036,4,36,-10.525215737024944,1473.6883411408921,-0.06274116079882752,0.06274116079882752
F4_K037,4,37,-10.612220803142463,1565.2971062069248,-0.0870050661175199,0.0870050661175199
F4_K038,4,38,-10.695518122160232,1658.3331178803294,-0.0832973190177686,0.0832973190177686
F4_K039,4,39,-10.76858550626286,1744.4850351465059,-0.07306738410262881,0.07306738410262881
F4_K040,4,40,-10.909993643656264,1924.1341128642694,-0.14140813739340352,0.14140813739340352
F4_K041,4,41,-10.982543060611345,2023.3680589996409,-0.07254941695508066,0.07254941695508066
F4_K042,4,42,-11.09452138846228,2186.6724106202996,-0.11197832785093453,0.11197832785093453
F4_K043,4,43,-11.051088495672184,2121.8228495081103,0.04343289279009532,0.04343289279009532
F4_K044,4,44,-11.185991908686004,2329.8024400157014,-0.13490341301382003,0.13490341301382003
F4_K045,4,45,-11.34698386847828,2604.8487114831655,-0.1609919597922751,0.1609919597922751
F4_K046,4,46,-11.364150395996669,2636.0287610833766,-0.01716652751838943,0.01716652751838943
F4_K047,4,47,-11.392237891129914,2687.851822336961,-0.02808749513324571,0.02808749513324571
F4_K048,4,48,-11.320229428586009,2556.987563868778,0.0720084625439057,0.0720084625439057
F4_K049,4,49,-11.5635657966572,3026.7751632465015,-0.24333636807119063,0.24333636807119063
F4_K050,4,50,-11.577127724552387,3055.362251756866,-0.013561927895187509,0.013561927895187509
F4_K051,4,51,-11.64296282938797,3198.0190766405467,-0.06583510483558364,0.06583510483558364
F4_K052,4,52,-11.628531225812406,3166.188043138913,0.014431603575564722,0.014431603575564722
F4_K053,4,53,-11.652077731540894,3218.288023021759,-0.023546505728488043,0.023546505728488043
F4_K054,4,54,-11.728687235966795,3393.8033012902706,-0.07660950442590142,0.07660950442590142
F4_K055,4,55,-12.068656639983184,4295.637806456522,-0.3399694040163883,0.3399694040163883
F4_K056,4,56,-11.885727364071384,3784.081285501139,0.18292927591179975,0.18292927591179975
F4_K057,4,57,-11.889201666896941,3793.2051037868237,-0.003474302825557274,0.003474302825557274
F4_K058,4,58,-12.111435476590827,4424.919446664115,-0.2222338096938863,0.2222338096938863
F4_K059,4,59,-12.258632375956163,4900.22533078004,-0.1471968993653352,0.1471968993653352
F4_K060,4,60,-12.143710090644168,4525.025135238157,0.11492228531199444,0.11492228531199444
F4_K061,4,61,-12.310903285135607,5081.023020255241,-0.1671931944914391,0.1671931944914391
F4_K062,4,62,-12.258875553335297,4901.05137117921,0.05202773180030995,0.05202773180030995
F4_K063,4,63,-12.404537635824106,5421.730307549532,-0.1456620824888084,0.1456620824888084
F4_K064,4,64,-12.257420861459996,4896.112055375735,0.1471167743641093,0.1471167743641093
F4_K065,4,65,-12.476779342973899,5700.130931804975,-0.21935848151390225,0.21935848151390225
F4_K066,4,66,-12.61681433489723,6281.155779700635,-0.14003499192333102,0.14003499192333102
F4_K067,4,67,-12.630414918333365,6340.649518805917,-0.013600583436135238,0.013600583436135238
F4_K068,4,68,-12.664252182979073,6491.122119568213,-0.03383726464570813,0.03383726464570813
F4_K069,4,69,-12.70913464808406,6696.235947806949,-0.044882465104986835,0.044882465104986835
F4_K070,4,70,-12.746091657311377,6869.987017138661,-0.03695700922731682,0.03695700922731682
F4_K071,4,71,-12.805709838983207,7159.831097629942,-0.05961818167182997,0.05961818167182997
F4_K072,4,72,-12.883665696721877,7557.355096197069,-0.07795585773867053,0.07795585773867053
F4_K073,4,73,-13.011741689231854,8258.944435738009,-0.12807599250997725,0.12807599250997725
F4_K074,4,74,-13.02198529550919,8317.794319800238,-0.010243606277335005,0.010243606277335005
F4_K075,4,75,-13.09868637796156,8771.977389192452,-0.07670108245237017,0.07670108245237017
F4_K076,4,76,-12.912848434657075,7711.781361653147,0.18583794330448455,0.18583794330448455
F4_K077,4,77,-13.124028614257664,8927.426367106262,-0.2111801796005892,0.2111801796005892
F4_K078,4,78,-13.199492930263789,9406.830087233213,-0.07546431600612458,0.07546431600612458
F4_K079,4,79,-13.208096139216366,9463.09333359672,-0.008603208952576935,0.008603208952576935
F4_K080,4,80,-13.41831395156192,10947.500927447829,-0.21021781234555448,0.21021781234555448
F4_K081,4,81,-13.470609146429094,11351.608719564758,-0.05229519486717393,0.05229519486717393
F4_K082,4,82,-13.40487369725304,10845.986785372977,0.06573544917605467,0.06573544917605467
F4_K083,4,83,-13.402767545115339,10830.164569620027,0.002106152137701045,0.002106152137701045
F4_K084,4,84,-13.396835577284913,10785.725315605543,0.005931967830425933,0.005931967830425933
F4_K085,4,85,-13.541369811171743,11922.257443507378,-0.14453423388683007,0.14453423388683007
F4_K086,4,86,-13.478989789549741,11417.742331742376,0.06238002162200118,0.06238002162200118
F4_K087,4,87,-13.679513768964151,13120.306196694664,-0.20052397941440958,0.20052397941440958
F4_K088,4,88,-13.905377720568302,15343.90125415577,-0.22586395160415051,0.22586395160415051
F4_K089,4,89,-13.676710017464167,13094.832791005154,0.22866770310413465,0.22866770310413465
F4_K090,4,90,-13.813405698117258,14396.252571135108,-0.1366956806530908,0.1366956806530908
F4_K091,4,91,-13.757216799694255,13846.337511745183,0.05618889842300234,0.05618889842300234
F4_K092,4,92,-13.740072300602339,13682.766165993315,0.017144499091916288,0.017144499091916288
F4_K093,4,93,-13.915521835468692,15452.170011400041,-0.1754495348663525,0.1754495348663525
F4_K094,4,94,-13.9573060155785,15906.248730326077,-0.04178418010980778,0.04178418010980778
F4_K095,4,95,-13.775620317749153,14024.097566864799,0.18168569782934618,0.18168569782934618
F4_K096,4,96,-14.065904014940099,17149.79861539445,-0.2902836971909455,0.2902836971909455
F4_K097,4,97,-13.925794278270137,15562.58696090493,0.1401097366699613,0.1401097366699613
F4_K098,4,98,-13.960694940768889,15943.656808437001,-0.034900662498751345,0.034900662498751345
F4_K099,4,99,-13.799991230430974,14263.013729595768,0.16070371033791453,0.16070371033791453
F4_K100,4,100,-14.107646819042753,17653.25768917717,-0.30765558861177844,0.30765558861177844
F5_K002,5,2,-6.633514008100444,99.28569794430435,,
F5_K003,5,3,-6.771786262217673,109.27247733503036,-0.1382722541172292,0.1382722541172292
F5_K004,5,4,-6.9498899100126215,123.63041568288939,-0.17810364779494847,0.17810364779494847
F5_K005,5,5,-7.107449054023088,137.89717142011412,-0.15755914401046667,0.15755914401046667
F5_K006,5,6,-7.232329733892352,150.3654950413964,-0.1248806798692641,0.1248806798692641
F5_K007,5,7,-7.3645691280374255,164.79962255282626,-0.13223939414507324,0.13223939414507324
F5_K008,5,8,-7.498399154173392,180.81858438730518,-0.13383002613596684,0.13383002613596684
F5_K009,5,9,-7.627720868729376,197.77563156591606,-0.1293217145559833,0.1293217145559833
F5_K010,5,10,-7.765107862168155,217.53562308267578,-0.13738699343877947,0.13738699343877947
F5_K011,5,11,-7.904138800644429,239.54266056203068,-0.13903093847627357,0.13903093847627357
F5_K012,5,12,-8.018705513166344,259.34082368356184,-0.11456671252191519,0.11456671252191519
F5_K013,5,13,-8.12106023982569,278.4086527876395,-0.10235472665934608,0.10235472665934608
F5_K014,5,14,-8.253757363880668,305.23093248548753,-0.13269712405497813,0.13269712405497813
F5_K015,5,15,-8.352730360950751,326.90561813216124,-0.09897299707008322,0.09897299707008322
F5_K016,5,16,-8.443348820127849,348.0977841202379,-0.09061845917709732,0.09061845917709732
F5_K017,5,17,-8.56164394271643,377.843224600132,-0.11829512258858088,0.11829512258858088
F5_K018,5,18,-8.635506119808005,397.6915559003053,-0.07386217709157528,0.07386217709157528
F5_K019,5,19,-8.628877968819419,395.8686385869688,0.006628150988586157,0.006628150988586157
F5_K020,5,20,-8.867834009937734,467.1797754188697,-0.2389560411183158,0.2389560411183158
F5_K021,5,21,-8.865160675861896,466.314886338333,0.002673334075838696,0.002673334075838696
F5_K022,5,22,-9.108597595424712,552.0279848166969,-0.2434369195628161,0.2434369195628161
F5_K023,5,23,-9.198661138341356,587.5880064236759,-0.09006354291664387,0.09006354291664387
F5_K024,5,24,-9.240138872288835,604.7264501747181,-0.04147773394747922,0.04147773394747922
F5_K025,5,25,-9.327135784057903,642.3143794311037,-0.08699691176906832,0.08699691176906832
F5_K026,5,26,-9.419781167500801,684.9150101185014,-0.09264538344289797,0.09264538344289797
F5_K027,5,27,-9.509226963593596,728.7231252557456,-0.0894457960927948,0.0894457960927948
F5_K028,5,28,-9.627821226620345,791.157559476022,-0.11859426302674869,0.11859426302674869
F5_K029,5,29,-9.730084259474715,849.2728145795982,-0.10226303285437055,0.10226303285437055
F5_K030,5,30,-9.948378277079758,988.0075643088844,-0.21829401760504297,0.21829401760504297
F5_K031,5,31,-9.930975762217376,976.1613103849687,0.017402514862382645,0.017402514862382645
F5_K032,5,32,-9.957968434113045,994.5971136051203,-0.026992671895669673,0.026992671895669673
F5_K033,5,33,-10.140206034449312,1128.5119924277137,-0.18223760033626668,0.18223760033626668
F5_K034,5,34,-10.312362033301023,1271.54079474056,-0.17215599885171073,0.17215599885171073
F5_K035,5,35,-10.342584114385108,1298.4584324176215,-0.030222081084085417,0.030222081084085417
F5_K036,5,36,-10.405185229111737,1356.0411365958419,-0.06260111472662899,0.06260111472662899
F5_K037,5,37,-10.660557123304196,1618.629549682122,-0.255371894192459,0.255371894192459
F5_K038,5,38,-10.635771256556405,1591.0585995577837,0.024785866747791374,0.024785866747791374
F5_K039,5,39,-10.74039410647183,1710.7273210301064,-0.10462284991542603,0.10462284991542603
F5_K040,5,40,-10.789470648226994,1769.922712840787,-0.04907654175516285,0.04907654175516285
F5_K041,5,41,-10.824638895308592,1813.597881116775,-0.03516824708159838,0.03516824708159838
F5_K042,5,42,-11.001182518741995,2049.679350875436,-0.17654362343340324,0.17654362343340324
F5_K043,5,43,-11.004819603605643,2054.8531834676464,-0.003637084863647999,0.003637084863647999
F5_K044,5,44,-11.005555272362955,2055.901275224046,-0.0007356687573114584,0.0007356687573114584
F5_K045,5,45,-11.102660189040924,2199.0431364339206,-0.09710491667796894,0.09710491667796894
F5_K046,5,46,-11.344580379365166,2600.5127200635307,-0.24192019032424206,0.24192019032424206
F5_K047,5,47,-11.228193518604096,2398.960218581726,0.11638686076106985,0.11638686076106985
F5_K048,5,48,-11.238892341488219,2416.8166978421314,-0.01069882288412316,0.01069882288412316
F5_K049,5,49,-11.400701824773826,2703.667128572924,-0.16180948328560696,0.16180948328560696
F5_K050,5,50,-11.564000117712181,3027.6865062834117,-0.16329829293835552,0.16329829293835552
F5_K051,5,51,-11.69878083101198,3324.1754886618055,-0.1347807132997989,0.1347807132997989
F5_K052,5,52,-11.708526103508714,3346.7059988721426,-0.009745272496733293,0.009745272496733293
F5_K053,5,53,-11.811954076469075,3595.4436318667176,-0.1034279729603611,0.1034279729603611
F5_K054,5,54,-11.781057445349148,3519.262579759117,0.030896631119926354,0.030896631119926354
F5_K055,5,55,-11.919028289520194,3872.443003431428,-0.13797084417104521,0.13797084417104521
F5_K056,5,56,-11.843484793063764,3674.8885781506356,0.07554349645642944,0.07554349645642944
F5_K057,5,57,-11.890567763847201,3796.798614495393,-0.04708297078343726,0.04708297078343726
F5_K058,5,58,-12.076765470664595,4319.849904366132,-0.1861977068173939,0.1861977068173939
F5_K059,5,59,-12.01526480575832,4139.5688703188425,0.061500664906274594,0.061500664906274594
F5_K060,5,60,-12.102461673114842,4397.4811345132175,-0.08719686735652132,0.08719686735652132
F5_K061,5,61,-12.001559104680842,4100.428894898203,0.10090256843399992,0.10090256843399992
F5_K062,5,62,-12.151772806995957,4550.384709796151,-0.15021370231511533,0.15021370231511533
F5_K063,5,63,-12.374509086821998,5310.047631487678,-0.22273627982604083,0.22273627982604083
F5_K064,5,64,-12.397444519916727,5395.139394770112,-0.022935433094728452,0.022935433094728452
F5_K065,5,65,-12.349452991812212,5218.621276594402,0.04799152810451446,0.04799152810451446
F5_K066,5,66,-12.320989819038601,5116.671222687683,0.02846317277361088,0.02846317277361088
F5_K067,5,67,-12.500375438668874,5794.126385464841,-0.17938561963027233,0.17938561963027233
F5_K068,5,68,-12.500485692060135,5794.569200110962,-0.0001102533912611392,0.0001102533912611392
F5_K069,5,69,-12.604091913861675,6226.008857176605,-0.10360622180153989,0.10360622180153989
F5_K070,5,70,-12.706869226073014,6685.7292947988035,-0.10277731221133912,0.10277731221133912
F5_K071,5,71,-12.77692573592302,7018.3964856400535,-0.07005650985000678,0.07005650985000678
F5_K072,5,72,-12.768733143024662,6978.654257687189,0.008192592898359052,0.008192592898359052
F5_K073,5,73,-12.69707107277556,6640.476589777379,0.07166207024910243,0.07166207024910243
F5_K074,5,74,-12.96981984717133,8022.409237584349,-0.2727487743957706,0.2727487743957706
F5_K075,5,75,-12.873407194155178,7503.807976167891,0.0964126530161522,0.0964126530161522
F5_K076,5,76,-12.929120988095303,7799.25706462797,-0.0557137939401251,0.0557137939401251
F5_K077,5,77,-12.937481209002335,7844.583899684261,-0.008360220907032812,0.008360220907032812
F5_K078,5,78,-12.967301585704979,8008.418129471434,-0.02982037670264326,0.02982037670264326
F5_K079,5,79,-12.98617692088687,8113.883769396958,-0.018875335181890662,0.018875335181890662
F5_K080,5,80,-13.116835180346989,8883.02404060457,-0.13065825946011955,0.13065825946011955
F5_K081,5,81,-13.219047716818071,9535.201539280139,-0.10221253647108242,0.10221253647108242
F5_K082,5,82,-13.17780893272296,9266.500763904507,0.0412387840951105,0.0412387840951105
F5_K083,5,83,-13.169912270443342,9215.918674171948,0.007896662279618383,0.007896662279618383
F5_K084,5,84,-13.334325356364163,10328.372774263778,-0.16441308592082038,0.16441308592082038
F5_K085,5,85,-13.579642306608802,12242.769267713344,-0.2453169502446393,0.2453169502446393
F5_K086,5,86,-13.337103065947522,10348.277782263576,0.24253924066128008,0.24253924066128008
F5_K087,5,87,-13.522002422609809,11763.277184201595,-0.18489935666228696,0.18489935666228696
F5_K088,5,88,-13.42306322822126,10983.598911972435,0.09893919438854937,0.09893919438854937
F5_K089,5,89,-13.747807087294824,13756.32120481327,-0.32474385907356407,0.32474385907356407
F5_K090,5,90,-13.852196971276214,14788.590868482372,-0.1043898839813906,0.1043898839813906
F5_K091,5,91,-13.747953186053687,13757.7143497013,0.10424378522252731,0.10424378522252731
F5_K092,5,92,-13.628502877557164,12664.503318785666,0.11945030849652305,0.11945030849652305
F5_K093,5,93,-13.816548743872264,14427.650339647003,-0.18804586631510034,0.18804586631510034
F5_K094,5,94,-13.601696425570658,12431.359216647601,0.214852318301606,0.214852318301606
F5_K095,5,95,-13.755759985376859,13832.362720740686,-0.15406355980620035,0.15406355980620035
F5_K096,5,96,-13.754099230005348,13816.448786799356,0.0016607553715104473,0.0016607553715104473
F5_K097,5,97,-13.913446207025661,15429.954711706387,-0.15934697702031286,0.15934697702031286
F5_K098,5,98,-14.141349468006508,18070.50830676819,-0.22790326098084712,0.22790326098084712
F5_K099,5,99,-13.978731202882328,16144.232128008605,0.16261826512418054,0.16261826512418054
F5_K100,5,100,-13.899667199966194,15283.286587214849,0.0790640029161338,0.0790640029161338
