ExperimentID,Fold,Topics,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC
F2_K059,2,59,0.9833333333333333,0.9833333333333334,0.9857142857142858,0.9833333333333334,0.9832167832167833,0.9817845481805314
F2_K060,2,60,0.95,0.95,0.9607142857142857,0.95,0.948931068931069,0.9459053029269173
F2_K061,2,61,0.9333333333333333,0.9333333333333333,0.9464285714285715,0.9333333333333333,0.9279054279054278,0.9282206653210687
F2_K062,2,62,0.8666666666666667,0.8666666666666668,0.8785714285714287,0.8666666666666668,0.8571361971361972,0.8547587535434789
F2_K063,2,63,0.9,0.9,0.919047619047619,0.9,0.9026107226107225,0.8908155739864388
F2_K064,2,64,0.9,0.9,0.9314285714285715,0.9,0.9032517482517483,0.8924770281635414
F2_K065,2,65,0.9333333333333333,0.9333333333333332,0.9416666666666667,0.9333333333333332,0.9323809523809524,0.927071165604135
F2_K066,2,66,0.8166666666666667,0.8166666666666667,0.8764285714285714,0.8166666666666667,0.8096070596070597,0.8047863682374166
F2_K067,2,67,0.8833333333333333,0.8833333333333334,0.8999999999999998,0.8833333333333334,0.8771717171717173,0.8744280630913179
F2_K068,2,68,0.95,0.95,0.9571428571428571,0.95,0.9435897435897436,0.9461982889345403
F2_K069,2,69,0.95,0.95,0.9571428571428571,0.95,0.947832167832168,0.9456125889162177
F2_K070,2,70,0.8666666666666667,0.8666666666666668,0.8871428571428572,0.8666666666666668,0.8542957042957042,0.8555567236132114
F2_K071,2,71,0.9166666666666666,0.9166666666666667,0.9357142857142857,0.9166666666666667,0.9132167832167832,0.9102210805397429
F2_K072,2,72,0.8833333333333333,0.8833333333333332,0.9207142857142857,0.8833333333333332,0.8615934065934067,0.8771649338308384
F2_K073,2,73,0.8666666666666667,0.8666666666666666,0.8864285714285713,0.8666666666666666,0.8632517482517482,0.8555567236132114
F2_K074,2,74,0.9333333333333333,0.9333333333333333,0.944047619047619,0.9333333333333333,0.9322644022644022,0.9273581401244287
F2_K075,2,75,0.8333333333333334,0.8333333333333334,0.8473809523809525,0.8333333333333334,0.8289310689310689,0.817595329476371
F2_K076,2,76,0.8833333333333333,0.8833333333333334,0.9023809523809524,0.8833333333333334,0.8713120213120213,0.8738837567434675
F2_K077,2,77,0.8666666666666667,0.8666666666666668,0.8869047619047619,0.8666666666666668,0.861868131868132,0.8544932592822077
F2_K078,2,78,0.8333333333333334,0.8333333333333334,0.8696428571428572,0.8333333333333334,0.8133866133866133,0.820147928036239
F2_K079,2,79,0.9333333333333333,0.9333333333333333,0.9440476190476191,0.9333333333333333,0.9340825840825839,0.927071165604135
F2_K080,2,80,0.8833333333333333,0.8833333333333334,0.9266666666666665,0.8833333333333334,0.875909090909091,0.8766155038152452
F2_K081,2,81,0.9,0.9,0.9061904761904763,0.9,0.8975990675990676,0.8899883189799697
F2_K082,2,82,0.9666666666666667,0.9666666666666668,0.9714285714285715,0.9666666666666668,0.9664335664335665,0.9635579355022502
F2_K083,2,83,0.8,0.8,0.8847619047619049,0.8,0.805944055944056,0.7890611731309688
F2_K084,2,84,0.8666666666666667,0.8666666666666666,0.9064285714285715,0.8666666666666666,0.8453296703296704,0.8590406025230405
F2_K085,2,85,0.8833333333333333,0.8833333333333332,0.9049999999999999,0.8833333333333332,0.8835930735930736,0.8730691997013861
F2_K086,2,86,0.8,0.8,0.8452380952380952,0.8,0.7760372960372961,0.78434141969495
F2_K087,2,87,0.8666666666666667,0.8666666666666666,0.8845238095238095,0.8666666666666666,0.8624042624042625,0.8542280122606744
F2_K088,2,88,0.8666666666666667,0.8666666666666666,0.8928571428571429,0.8666666666666666,0.8680885780885781,0.8544932592822077
F2_K089,2,89,0.85,0.85,0.855952380952381,0.85,0.8469463869463869,0.8346223261119858
F2_K090,2,90,0.8333333333333334,0.8333333333333334,0.885,0.8333333333333334,0.8101948051948051,0.8229835886125949
F2_K091,2,91,0.9166666666666666,0.9166666666666666,0.93,0.9166666666666666,0.9168831168831169,0.9090924736822054
F2_K092,2,92,0.8666666666666667,0.8666666666666668,0.9190476190476191,0.8666666666666668,0.8707925407925406,0.8587710995822833
F2_K093,2,93,0.85,0.85,0.794047619047619,0.85,0.8089310689310689,0.8416877610810629
F2_K094,2,94,0.85,0.85,0.9175824175824177,0.85,0.8339204654994129,0.8446181593655169
F2_K095,2,95,0.9333333333333333,0.9333333333333333,0.96,0.9333333333333333,0.9386363636363635,0.9287970209589214
F2_K096,2,96,0.8166666666666667,0.8166666666666667,0.8540476190476192,0.8166666666666667,0.8130219780219781,0.8010074162193287
F2_K097,2,97,0.8833333333333333,0.8833333333333334,0.9148809523809524,0.8833333333333334,0.8855544455544455,0.8736119844598799
F2_K098,2,98,0.8166666666666667,0.8166666666666667,0.8462121212121211,0.8166666666666667,0.8083227230286054,0.8022611459210306
F2_K099,2,99,0.85,0.85,0.8635714285714287,0.85,0.8226773226773227,0.8377404776675441
F2_K100,2,100,0.8833333333333333,0.8833333333333334,0.9065476190476192,0.8833333333333334,0.8613553113553113,0.8749733877861016
F3_K002,3,2,0.26666666666666666,0.26666666666666666,0.11757142857142858,0.26666666666666666,0.14808918679886424,0.2132201008823001
F3_K003,3,3,0.45,0.45000000000000007,0.4779192737087475,0.45000000000000007,0.3763063943280661,0.4126222521896811
F3_K004,3,4,0.5,0.5000000000000001,0.5380952380952382,0.5000000000000001,0.4614968364968365,0.4631168446474892
F3_K005,3,5,0.5666666666666667,0.5666666666666667,0.6057936507936508,0.5666666666666667,0.5404745254745256,0.523881805284095
F3_K006,3,6,0.6166666666666667,0.6166666666666667,0.6677777777777777,0.6166666666666667,0.5736796536796537,0.5971927698277961
F3_K007,3,7,0.7333333333333333,0.7333333333333333,0.7816450216450217,0.7333333333333333,0.7186303892186245,0.7098650794651822
F3_K008,3,8,0.8,0.8,0.8319264069264068,0.8,0.7924918871977695,0.78434141969495
F3_K009,3,9,0.7666666666666667,0.7666666666666668,0.7941269841269841,0.7666666666666668,0.7696736596736595,0.7430376167671371
F3_K010,3,10,0.8333333333333334,0.8333333333333334,0.8559523809523808,0.8333333333333334,0.8325874125874126,0.817595329476371
F3_K011,3,11,0.8,0.8,0.8380952380952381,0.8,0.7805244755244756,0.78781087734772
F3_K012,3,12,0.8,0.8,0.8230952380952381,0.8,0.7895720945720945,0.7826237921249264
F3_K013,3,13,0.8833333333333333,0.8833333333333332,0.8797619047619047,0.8833333333333332,0.8723498723498724,0.8725274254018046
F3_K014,3,14,0.8333333333333334,0.8333333333333334,0.8273809523809523,0.8333333333333334,0.8148401598401598,0.8188686448865145
F3_K015,3,15,0.9,0.9,0.9175000000000001,0.9,0.9025974025974026,0.8905395660560379
F3_K016,3,16,0.95,0.95,0.9571428571428571,0.95,0.9478321678321677,0.9456125889162177
F3_K017,3,17,0.9333333333333333,0.9333333333333333,0.9440476190476191,0.9333333333333333,0.9322644022644024,0.9273581401244287
F3_K018,3,18,0.9166666666666666,0.9166666666666667,0.9228571428571428,0.9166666666666667,0.916083916083916,0.9082487681884435
F3_K019,3,19,0.9166666666666666,0.9166666666666667,0.9238095238095239,0.9166666666666667,0.9177156177156178,0.9079680546078895
F3_K020,3,20,0.9166666666666666,0.9166666666666667,0.9380952380952381,0.9166666666666667,0.9173426573426573,0.9099385347994139
F3_K021,3,21,0.9166666666666666,0.9166666666666667,0.9297619047619048,0.9166666666666667,0.9154811854811855,0.9090924736822054
F3_K022,3,22,0.8666666666666667,0.8666666666666668,0.8738095238095237,0.8666666666666668,0.8677156177156178,0.852378173713529
F3_K023,3,23,0.8333333333333334,0.8333333333333334,0.8648809523809524,0.8333333333333334,0.8227405927405927,0.8191240226082653
F3_K024,3,24,0.8666666666666667,0.8666666666666668,0.8947619047619048,0.8666666666666668,0.8698018648018648,0.8550244954288185
F3_K025,3,25,0.9166666666666666,0.9166666666666666,0.9264285714285714,0.9166666666666666,0.9171828171828172,0.9085297422920523
F3_K026,3,26,0.9333333333333333,0.9333333333333333,0.944047619047619,0.9333333333333333,0.9340825840825842,0.927071165604135
F3_K027,3,27,0.9166666666666666,0.9166666666666667,0.9228571428571429,0.9166666666666667,0.9160839160839161,0.9082487681884435
F3_K028,3,28,0.8166666666666667,0.8166666666666667,0.8289285714285712,0.8166666666666667,0.8158841158841159,0.7980222850295182
F3_K029,3,29,0.95,0.95,0.9607142857142857,0.95,0.9507492507492508,0.9456125889162177
F3_K030,3,30,0.8166666666666667,0.8166666666666668,0.8533333333333333,0.8166666666666668,0.8137878787878787,0.8012576919374246
F3_K031,3,31,0.9166666666666666,0.9166666666666667,0.9214285714285715,0.9166666666666667,0.9146153846153847,0.9082487681884435
F3_K032,3,32,0.8833333333333333,0.8833333333333334,0.8990476190476192,0.8833333333333334,0.8826107226107226,0.8725274254018046
F3_K033,3,33,0.9333333333333333,0.9333333333333333,0.9404761904761905,0.9333333333333333,0.9329836829836831,0.9267844573351464
F3_K034,3,34,0.9166666666666666,0.9166666666666666,0.9357142857142857,0.9166666666666666,0.9146453546453545,0.9099385347994139
F3_K035,3,35,0.8833333333333333,0.8833333333333334,0.9166666666666666,0.8833333333333334,0.87991341991342,0.8747005979469586
F3_K036,3,36,0.9,0.8999999999999998,0.9180952380952381,0.8999999999999998,0.8973426573426574,0.8916451401205645
F3_K037,3,37,0.95,0.95,0.9607142857142857,0.95,0.948931068931069,0.9459053029269173
F3_K038,3,38,0.8333333333333334,0.8333333333333334,0.865079365079365,0.8333333333333334,0.8282051282051283,0.8186135058727232
